date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,DEWP,wd,WSPM,station
2013-03-04 10:00:00,20.0,27.0,13.0,33.0,700.0,53.0,11.5,-14.3,0.0,0.0,Tiantan
2013-03-04 11:00:00,13.0,18.0,13.0,30.0,600.0,61.0,12.3,-15.4,0.0,2.4,Tiantan
2013-03-04 12:00:00,16.0,27.0,11.0,28.0,600.0,66.0,13.9,-16.2,0.0,3.3,Tiantan
2013-03-04 13:00:00,14.0,24.0,8.0,24.0,500.0,72.0,14.8,-15.5,0.0,1.4,Tiantan
2013-03-04 14:00:00,16.0,18.0,8.0,20.0,500.0,79.0,15.3,-15.1,4.0,1.3,Tiantan
2013-03-04 15:00:00,5.0,11.0,8.0,27.0,500.0,76.0,15.6,-14.8,9.0,2.0,Tiantan
2013-03-04 16:00:00,15.0,19.0,10.0,27.0,500.0,82.0,14.7,-15.5,10.0,2.9,Tiantan
2013-03-04 17:00:00,17.0,27.0,8.0,25.0,400.0,99.0,13.2,-15.7,10.0,3.0,Tiantan
2013-03-04 18:00:00,22.0,29.0,10.0,29.0,500.0,86.0,12.6,-13.4,10.0,2.9,Tiantan
2013-03-04 19:00:00,25.0,42.0,13.0,44.0,600.0,61.0,12.0,-13.1,11.0,2.7,Tiantan
2013-03-04 20:00:00,31.0,62.0,18.0,57.0,700.0,42.0,10.9,-11.9,6.0,1.4,Tiantan
2013-03-04 21:00:00,44.0,63.0,20.0,55.0,800.0,48.0,10.2,-11.8,10.0,2.0,Tiantan
2013-03-04 22:00:00,53.0,73.0,24.0,69.0,1200.0,27.0,10.0,-12.0,10.0,3.0,Tiantan
2013-03-04 23:00:00,58.0,79.0,37.0,83.0,1500.0,99.0,9.4,-11.3,9.0,2.7,Tiantan
2013-03-05 00:00:00,71.0,75.0,53.0,58.0,1200.0,99.0,8.8,-10.7,9.0,2.1,Tiantan
2013-03-05 01:00:00,76.0,96.0,82.0,56.0,1300.0,99.0,7.8,-10.6,7.0,1.3,Tiantan
2013-03-05 02:00:00,98.0,116.0,70.0,59.0,1300.0,99.0,4.7,-10.6,8.0,0.0,Tiantan
2013-03-05 03:00:00,100.0,117.0,71.0,68.0,1600.0,99.0,4.5,-9.3,0.0,0.0,Tiantan
2013-03-05 04:00:00,108.0,118.0,62.0,71.0,1700.0,99.0,1.3,-8.8,5.0,1.2,Tiantan
2013-03-05 05:00:00,130.0,133.0,40.0,68.0,1899.0,99.0,0.4,-9.6,3.0,0.8,Tiantan
2013-03-05 06:00:00,125.0,134.0,22.0,61.0,1899.0,99.0,-0.2,-8.4,3.0,1.0,Tiantan
2013-03-05 07:00:00,120.0,123.0,32.0,67.0,2399.0,99.0,2.1,-8.6,4.0,0.9,Tiantan
2013-03-05 08:00:00,103.0,123.0,65.0,75.0,3100.0,99.0,5.0,-8.9,4.0,1.0,Tiantan
2013-03-05 09:00:00,114.0,133.0,93.0,86.0,3200.0,99.0,6.7,-8.9,4.0,1.3,Tiantan
2013-03-05 10:00:00,127.0,154.0,86.0,105.0,3399.0,99.0,9.1,-8.5,4.0,0.9,Tiantan
2013-03-05 11:00:00,142.0,163.0,84.0,114.0,2899.0,99.0,10.9,-8.4,5.0,1.3,Tiantan
2013-03-05 12:00:00,151.0,164.0,88.0,133.0,3000.0,14.0,12.3,-8.8,4.0,0.0,Tiantan
2013-03-05 13:00:00,161.0,180.0,88.0,156.0,3200.0,99.0,13.0,-8.3,3.0,1.5,Tiantan
2013-03-05 14:00:00,182.0,184.0,92.0,168.0,3200.0,99.0,13.3,-8.0,3.0,1.6,Tiantan
2013-03-05 15:00:00,198.0,200.0,108.0,135.0,2299.0,99.0,13.8,-7.6,4.0,1.9,Tiantan
2013-03-05 16:00:00,168.0,198.0,109.0,94.0,1800.0,99.0,13.2,-7.5,3.0,1.8,Tiantan
2013-03-05 17:00:00,150.0,179.0,109.0,72.0,1600.0,94.0,11.6,-7.3,1.0,0.7,Tiantan
2013-03-05 18:00:00,147.0,170.0,105.0,86.0,1800.0,94.0,9.4,-5.7,5.0,0.7,Tiantan
2013-03-05 19:00:00,162.0,179.0,90.0,155.0,2799.0,94.0,6.7,-5.0,5.0,0.1,Tiantan
2013-03-05 20:00:00,198.0,216.0,61.0,145.0,2500.0,94.0,5.2,-4.7,0.0,0.0,Tiantan
2013-03-05 21:00:00,199.0,200.0,58.0,140.0,3100.0,94.0,4.3,-2.6,3.0,1.0,Tiantan
2013-03-05 22:00:00,184.0,201.0,57.0,137.0,3399.0,94.0,4.3,-4.2,4.0,0.8,Tiantan
2013-03-05 23:00:00,186.0,197.0,59.0,131.0,3200.0,94.0,4.9,-5.8,4.0,0.0,Tiantan
2013-03-06 00:00:00,187.0,198.0,68.0,129.0,3299.0,94.0,5.6,-7.0,2.0,0.8,Tiantan
2013-03-06 01:00:00,198.0,199.0,67.0,134.0,3399.0,94.0,3.5,-6.0,1.0,0.5,Tiantan
2013-03-06 02:00:00,199.0,226.0,77.0,124.0,2799.0,94.0,6.3,-7.0,2.0,1.0,Tiantan
2013-03-06 03:00:00,173.0,186.0,87.0,122.0,2649.5,94.0,6.3,-7.0,2.0,0.7,Tiantan
2013-03-06 04:00:00,157.0,162.0,68.0,127.5,2500.0,94.0,5.1,-6.5,2.0,1.0,Tiantan
2013-03-06 05:00:00,151.0,165.0,82.0,133.0,2500.0,94.0,4.6,-6.3,2.0,0.7,Tiantan
2013-03-06 06:00:00,184.0,155.0,79.0,130.0,2600.0,94.0,4.1,-6.2,0.0,0.8,Tiantan
2013-03-06 07:00:00,160.0,164.0,112.0,130.0,2899.0,94.0,5.3,-6.0,2.0,0.9,Tiantan
2013-03-06 08:00:00,197.0,198.0,109.0,113.0,2600.0,94.0,6.9,-6.5,15.0,1.3,Tiantan
2013-03-06 09:00:00,158.0,192.0,88.0,105.0,2600.0,94.0,8.4,-6.6,0.0,0.8,Tiantan
2013-03-06 10:00:00,145.0,174.0,84.0,103.0,2600.0,94.0,8.8,-6.2,2.0,1.1,Tiantan
2013-03-06 11:00:00,175.0,178.0,89.0,109.0,2799.0,94.0,9.5,-6.0,3.0,1.0,Tiantan
2013-03-06 12:00:00,186.0,201.0,106.0,113.0,3000.0,94.0,10.4,-5.6,3.0,0.2,Tiantan
2013-03-06 13:00:00,199.0,204.0,119.0,122.0,3000.0,94.0,11.5,-5.1,7.0,0.8,Tiantan
2013-03-06 14:00:00,216.0,218.0,119.0,129.0,3000.0,94.0,13.2,-4.5,9.0,1.0,Tiantan
2013-03-06 15:00:00,195.0,226.0,143.0,129.0,3000.0,94.0,14.7,-4.6,10.0,1.3,Tiantan
2013-03-06 16:00:00,229.0,232.0,144.0,140.0,3299.0,94.0,14.6,-4.7,9.0,0.0,Tiantan
2013-03-06 17:00:00,235.0,243.0,150.0,141.0,3200.0,66.0,11.8,-4.4,12.0,0.6,Tiantan
2013-03-06 18:00:00,234.0,251.0,133.0,143.0,3299.0,24.0,8.5,-4.0,13.0,0.0,Tiantan
2013-03-06 19:00:00,239.0,255.0,97.0,141.0,3299.0,24.0,8.5,-4.4,11.0,0.4,Tiantan
2013-03-06 20:00:00,230.0,238.0,74.0,139.0,3500.0,24.0,5.8,-3.6,11.0,0.2,Tiantan
2013-03-06 21:00:00,196.0,227.0,69.0,137.0,3600.0,24.0,5.3,-4.0,11.0,0.7,Tiantan
2013-03-06 22:00:00,202.0,232.0,73.0,130.0,3700.0,24.0,8.3,-3.6,6.0,1.8,Tiantan
2013-03-06 23:00:00,204.0,228.0,57.0,124.0,4099.0,24.0,5.0,-3.3,1.0,1.0,Tiantan
2013-03-07 00:00:00,209.0,230.0,62.0,123.0,4299.0,24.0,2.9,-3.2,4.0,0.6,Tiantan
2013-03-07 01:00:00,219.0,245.0,54.0,118.0,4200.0,24.0,2.2,-3.3,11.0,1.6,Tiantan
2013-03-07 02:00:00,259.0,276.0,55.0,119.0,4200.0,24.0,3.3,-3.3,3.0,1.6,Tiantan
2013-03-07 03:00:00,222.0,258.0,44.0,105.0,4299.0,24.0,1.2,-3.9,7.0,0.4,Tiantan
2013-03-07 04:00:00,215.0,240.0,29.0,95.0,4299.0,24.0,0.9,-2.5,2.0,1.4,Tiantan
2013-03-07 05:00:00,211.0,226.0,19.0,94.0,4500.0,24.0,0.5,-3.4,4.0,0.9,Tiantan
2013-03-07 06:00:00,214.0,223.0,18.0,94.0,4900.0,24.0,-0.4,-3.3,4.0,0.1,Tiantan
2013-03-07 07:00:00,209.0,222.0,16.0,94.0,5200.0,24.0,2.6,-1.8,0.0,0.0,Tiantan
2013-03-07 08:00:00,243.0,220.0,28.0,92.0,6900.0,24.0,8.9,-2.1,5.0,0.9,Tiantan
2013-03-07 09:00:00,244.0,261.0,110.0,142.0,6900.0,24.0,9.4,-2.6,4.0,1.1,Tiantan
2013-03-07 10:00:00,296.0,314.0,136.0,210.0,7700.0,24.0,10.5,-2.6,4.0,1.0,Tiantan
2013-03-07 11:00:00,366.0,409.0,148.0,228.0,6799.0,24.0,14.7,-2.3,5.0,3.2,Tiantan
2013-03-07 12:00:00,390.0,412.0,161.0,230.0,5700.0,24.0,16.0,-2.5,7.0,2.7,Tiantan
2013-03-07 13:00:00,386.0,392.0,133.0,168.0,3799.0,44.0,17.9,-3.0,9.0,2.5,Tiantan
2013-03-07 14:00:00,285.0,293.0,99.0,114.0,3399.0,93.0,18.1,-3.4,10.0,1.8,Tiantan
2013-03-07 15:00:00,317.0,326.0,86.0,108.0,3100.0,105.0,19.5,-4.8,10.0,3.0,Tiantan
2013-03-07 16:00:00,240.0,319.0,55.0,68.0,1800.0,107.0,19.1,-3.8,7.0,0.9,Tiantan
2013-03-07 17:00:00,161.0,175.0,70.0,77.0,1899.0,107.0,17.3,-3.5,6.0,0.4,Tiantan
2013-03-07 18:00:00,206.0,214.0,67.0,87.0,1800.0,107.0,12.5,-2.2,0.0,0.7,Tiantan
2013-03-07 19:00:00,183.0,184.0,64.0,125.0,2399.0,24.0,11.2,-1.6,0.0,1.0,Tiantan
2013-03-07 20:00:00,178.0,196.0,87.0,165.0,3700.0,107.0,10.2,0.2,14.0,0.5,Tiantan
2013-03-07 21:00:00,236.0,265.0,96.0,191.0,4200.0,107.0,8.6,0.1,0.0,0.6,Tiantan
2013-03-07 22:00:00,301.0,352.0,66.0,192.0,4900.0,107.0,8.1,-0.9,4.0,0.8,Tiantan
2013-03-07 23:00:00,390.0,427.0,41.0,179.0,5099.0,107.0,7.0,-1.4,6.0,0.4,Tiantan
2013-03-08 00:00:00,437.0,416.0,88.0,189.0,5700.0,107.0,5.4,-1.5,3.0,0.9,Tiantan
2013-03-08 01:00:00,424.0,442.0,33.0,174.0,5099.0,107.0,5.3,-1.8,13.0,0.9,Tiantan
2013-03-08 02:00:00,456.0,411.0,22.0,168.0,5599.0,107.0,4.1,-2.3,13.0,0.0,Tiantan
2013-03-08 03:00:00,382.0,422.0,26.0,155.0,5099.0,107.0,3.5,-2.5,10.0,0.6,Tiantan
2013-03-08 04:00:00,377.0,305.0,31.0,142.0,4299.0,107.0,3.4,-2.6,11.0,1.0,Tiantan
2013-03-08 05:00:00,335.0,268.0,22.0,128.0,4099.0,107.0,3.4,-2.0,13.0,0.2,Tiantan
2013-03-08 06:00:00,224.33333333333331,179.66666666666669,25.0,114.66666666666667,5199.333333333333,107.0,3.5,-2.5,4.0,0.7,Tiantan
2013-03-08 07:00:00,113.66666666666666,91.33333333333334,28.0,101.33333333333333,6299.666666666666,107.0,6.6,-0.9,8.0,0.1,Tiantan
2013-03-08 08:00:00,3.0,3.0,31.0,88.0,7400.0,107.0,11.6,-1.9,5.0,1.0,Tiantan
2013-03-08 09:00:00,3.0,12.0,105.0,178.0,8199.0,107.0,16.6,-3.5,8.0,1.0,Tiantan
2013-03-08 10:00:00,134.5,373.0,116.2392,211.6643,6549.5,107.0,19.9,-5.2,4.0,0.9,Tiantan
2013-03-08 11:00:00,266.0,260.0,81.0,183.0,4900.0,107.0,21.2,-2.7,6.0,3.1,Tiantan
2013-03-08 12:00:00,167.0,192.0,47.0,126.0,2500.0,107.0,21.7,-4.4,9.0,2.9,Tiantan
2013-03-08 13:00:00,146.0,172.0,38.0,80.0,1600.0,107.0,17.2,0.8,6.0,3.5,Tiantan
2013-03-08 14:00:00,207.0,356.0,66.0,93.0,2899.0,107.0,13.8,-0.3,6.0,4.9,Tiantan
2013-03-08 15:00:00,272.0,386.0,84.0,97.0,2899.0,107.0,11.9,-2.0,5.0,5.1,Tiantan
2013-03-08 16:00:00,162.0,211.0,59.0,68.0,1700.0,103.0,10.9,-1.5,6.0,2.4,Tiantan
2013-03-08 17:00:00,104.0,120.0,41.0,48.0,1000.0,92.0,9.9,-1.5,7.0,1.6,Tiantan
2013-03-08 18:00:00,84.0,89.0,36.0,43.0,900.0,92.0,9.2,-1.0,6.0,1.3,Tiantan
2013-03-08 19:00:00,86.0,89.0,33.0,46.0,1100.0,92.0,8.4,-2.3,5.0,1.9,Tiantan
2013-03-08 20:00:00,61.0,94.0,37.0,58.0,1100.0,92.0,7.2,-3.7,5.0,3.0,Tiantan
2013-03-08 21:00:00,57.0,67.0,32.0,46.0,1200.0,92.0,6.0,-4.5,5.0,1.9,Tiantan
2013-03-08 22:00:00,90.0,92.0,47.0,64.0,1700.0,92.0,5.9,-5.1,8.0,1.0,Tiantan
2013-03-08 23:00:00,57.0,76.0,57.0,55.0,1800.0,92.0,5.3,-5.1,7.0,0.4,Tiantan
2013-03-09 00:00:00,55.0,71.0,58.0,55.0,1899.0,92.0,4.4,-4.9,7.0,0.0,Tiantan
2013-03-09 01:00:00,62.0,90.0,59.0,54.0,2299.0,92.0,3.0,-4.2,0.0,0.1,Tiantan
2013-03-09 02:00:00,76.0,107.0,43.0,58.0,2500.0,92.0,2.6,-3.7,3.0,1.2,Tiantan
2013-03-09 03:00:00,82.0,101.0,32.0,62.0,2700.0,92.0,2.3,-4.2,4.0,0.9,Tiantan
2013-03-09 04:00:00,80.0,83.0,21.0,58.0,2600.0,92.0,1.7,-4.0,4.0,0.0,Tiantan
2013-03-09 05:00:00,80.0,89.0,19.0,56.0,2799.0,92.0,2.4,-3.9,15.0,1.7,Tiantan
2013-03-09 06:00:00,84.0,93.0,27.0,65.0,2799.0,92.0,4.0,-3.5,14.0,1.4,Tiantan
2013-03-09 07:00:00,113.0,124.0,60.0,86.0,2700.0,92.0,5.0,-2.8,3.0,1.7,Tiantan
2013-03-09 08:00:00,119.0,140.0,70.0,86.0,2500.0,92.0,7.0,-3.3,7.0,0.4,Tiantan
2013-03-09 09:00:00,117.0,163.0,82.0,83.0,2399.0,92.0,14.3,-1.8,15.0,5.3,Tiantan
2013-03-09 10:00:00,141.0,272.0,86.0,79.0,2100.0,92.0,17.3,-5.9,15.0,7.5,Tiantan
2013-03-09 11:00:00,104.0,605.0,42.0,43.0,1100.0,92.0,13.8,-10.9,0.0,6.1,Tiantan
2013-03-09 12:00:00,87.0,722.0,6.0,20.0,500.0,92.0,11.7,-16.8,0.0,9.2,Tiantan
2013-03-09 13:00:00,67.0,839.0,3.0,19.0,500.0,92.0,9.9,-19.3,0.0,6.4,Tiantan
2013-03-09 14:00:00,46.0,634.0,3.0,18.0,400.0,84.0,9.5,-19.6,0.0,7.1,Tiantan
2013-03-09 15:00:00,25.0,390.0,3.0,18.0,400.0,84.0,9.7,-19.4,15.0,4.7,Tiantan
2013-03-09 16:00:00,16.0,234.0,3.0,17.0,400.0,84.0,10.0,-20.3,15.0,6.2,Tiantan
2013-03-09 17:00:00,18.0,183.0,3.0,19.0,400.0,84.0,8.9,-20.1,15.0,6.5,Tiantan
2013-03-09 18:00:00,17.0,154.0,3.0,17.0,400.0,85.0,7.9,-20.8,1.0,5.2,Tiantan
2013-03-09 19:00:00,16.0,103.0,3.0,19.0,400.0,85.0,6.9,-20.6,15.0,7.1,Tiantan
2013-03-09 20:00:00,18.0,129.0,3.0,16.0,400.0,85.0,6.1,-20.3,0.0,8.8,Tiantan
2013-03-09 21:00:00,12.0,70.0,3.0,19.0,400.0,85.0,5.6,-19.9,0.0,4.5,Tiantan
2013-03-09 22:00:00,10.0,45.0,3.0,16.0,300.0,85.0,5.3,-20.1,1.0,2.4,Tiantan
2013-03-09 23:00:00,3.0,26.0,4.0,16.0,400.0,85.0,4.3,-20.1,1.0,1.6,Tiantan
2013-03-10 00:00:00,9.0,61.0,5.0,24.0,400.0,85.0,2.1,-17.5,5.0,1.6,Tiantan
2013-03-10 01:00:00,6.0,32.0,6.0,29.0,400.0,85.0,0.2,-16.6,4.0,0.5,Tiantan
2013-03-10 02:00:00,10.0,63.0,7.0,42.0,400.0,85.0,-1.6,-15.8,0.0,0.0,Tiantan
2013-03-10 03:00:00,12.0,14.0,8.0,49.0,650.0,85.0,-0.9,-15.9,0.0,0.0,Tiantan
2013-03-10 04:00:00,19.0,56.0,6.0,49.0,900.0,85.0,-1.9,-14.7,1.0,0.0,Tiantan
2013-03-10 05:00:00,18.0,47.0,9.0,67.0,1300.0,85.0,-2.8,-13.4,0.0,0.0,Tiantan
2013-03-10 06:00:00,19.0,34.0,9.0,68.0,1399.0,85.0,-2.1,-13.3,0.0,0.1,Tiantan
2013-03-10 07:00:00,26.0,50.0,7.0,63.0,1500.0,85.0,3.7,-15.6,11.0,3.0,Tiantan
2013-03-10 08:00:00,27.0,41.0,22.0,61.0,1000.0,85.0,5.7,-16.8,10.0,2.8,Tiantan
2013-03-10 09:00:00,24.0,44.0,39.0,49.0,800.0,85.0,6.8,-17.3,10.0,5.2,Tiantan
2013-03-10 10:00:00,27.0,76.0,27.0,35.0,900.0,85.0,8.7,-17.4,9.0,3.1,Tiantan
2013-03-10 11:00:00,31.0,70.0,24.0,27.0,800.0,85.0,9.9,-17.3,11.0,2.4,Tiantan
